target_object_id,repository,commit_sha,parent_sha,tree_sha,blob_sha,parent_blob,file,exact_excerpt,parent_diff,author_date,committer_date,independent_hash,retrieval_timestamp,tier
OPENAI-40364,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R_\Lambda(u)=\text{high-frequency residual},UNKNOWN,2025-12-18,2025-12-18,30bb1a6ff9786b1e30b8d6bfc6dfb5f36a8fba295cf8f3f29af3647932107da8,2026-09-11T14:10:37Z,TIER_4
OPENAI-40363,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R_\Lambda(u)=\text{high-frequency residual},UNKNOWN,2025-12-18,2025-12-18,30bb1a6ff9786b1e30b8d6bfc6dfb5f36a8fba295cf8f3f29af3647932107da8,2026-09-11T14:10:37Z,TIER_4
OPENAI-39469,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-38341,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-37488,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-35548,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-34674,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-34404,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-34383,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-33354,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-32906,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-32851,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,R(u)=\|u-P_Nu\|^2,UNKNOWN,2025-12-18,2025-12-18,8da33164223cfe91663cabc961704b70e5f4ecc693770877ce327e60e611dc02,2026-09-11T14:10:37Z,TIER_4
OPENAI-39469,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-38341,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-37488,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-35548,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-34674,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-34404,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-34383,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-33354,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-32906,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
OPENAI-32851,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,priority/08_expanded_git_provenance_dossier.md,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,2025-12-18,2025-12-18,65b3315c9d80cf2f8afbf997cc4ad8e8e54b528c394fd47115be5b66ef8f72a1,2026-09-11T14:10:37Z,TIER_4
