target_object_id,repository,commit_sha,parent_sha,tree_sha,blob_sha,author_date,committer_date,file_path,previous_path,exact_expression,normalized_expression,parent_diff,reason_for_candidate
OPENAI-34383,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-33354,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-32906,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-32851,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-39469,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-38341,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-37488,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-35548,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-34674,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-34404,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-34383,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-33354,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-32906,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
OPENAI-32851,REPORTED_MULTI_REPO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2025-12-18,2025-12-18,priority/08_expanded_git_provenance_dossier.md,UNKNOWN,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",UNKNOWN,reported_formula_block;token_overlap=1
