target_object_id,target_name,target_file,target_specificity,best_candidate_repository,best_candidate_commit_sha,best_candidate_expression,equivalence_class,exact_match_type,explicit_map,notes
OPENAI-12496,parameterWindow_subset,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12497,closed_parameter_subset,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12498,parameterTube_open,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12499,naturalF,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12500,naturalF_real,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12501,scaled_radius_mem,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12502,coefficient_regular,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12503,naturalF_regular,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12504,naturalU_regular,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12505,exists_preliminary_tube,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12506,exists_positive_natural_tube,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12507,natural_log_radius,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12508,exists_natural_extension,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12509,radialJet,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12510,Regular.radialJet,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12511,scale_half_interval,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12512,Regular.pow,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12513,pressure,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12514,average_ofReal,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12515,primitive_ofReal,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12516,pressure_ofReal,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12517,signedSquare,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12518,signedSquare_even,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12519,f,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12520,Ubar,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12521,regular,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12522,all_radial_jets,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12523,signed_regular,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12524,f_ne_zero,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12525,real_profiles,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12526,reference_regular,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12527,reference_real_profiles,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12528,exists_initialTube,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12529,natural_average_identity,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12530,natural_Ubar_real,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12531,natural_Pi_real,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12532,iteratedDeriv_smooth,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12533,iteratedDeriv_ofReal,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12534,radialJet_real,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12535,InitialTube.real_radial_jets,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12536,scale_symmetric_interval,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12537,InitialTube.natural_regular,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12538,InitialTube.natural_all_radial_jets,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12539,InitialTube.reference_all_radial_jets,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12540,InitialTube.natural_real_profiles,NavierStokes/ActivationHolomorphic.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12541,massFlux,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12542,stockOne,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12543,profileStockOne,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12544,profileStockTwo,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12545,profile_massFlux,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12546,profileStockOne_eq,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12547,profileStockTwo_eq,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12548,SmoothPair,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12549,add,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12550,neg,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12551,sub,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12552,inv,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12553,div,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12554,etaD,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12555,logViewOne,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12556,etaD_history_identity,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12557,profileStockOne_logView,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12558,profileStockTwo_logView,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12559,initial,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12560,initial_smooth,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12561,actual_stockOne_logView,NavierStokes/ActivationStocks.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12562,actual_stockTwo_logView,NavierStokes/ActivationStocks.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12563,reference_stockOne_logView,NavierStokes/ActivationStocks.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12564,reference_stockTwo_logView,NavierStokes/ActivationStocks.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12565,StockPair,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12566,etaPair_actual_eq,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12567,etaPair_reference_eq,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12568,controlledPair,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12569,angularPair,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12570,historyPair,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12571,historyPair_actual_eq,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12572,angularPair_actual_eq,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12573,scaledRadius,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12574,scaledRadius_pos,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12575,parameterPair,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12576,sqrtRadiusPair,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12577,lPair,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12578,massFluxPair,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12579,angularRemainderPair,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12580,stockOnePair,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12581,stockTwoPair,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12582,stockOnePair_actual,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12583,stockOnePair_reference,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12584,stockTwoPair_actual,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12585,stockTwoPair_reference,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12586,activationOnePair,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12587,historyEtaPair_actual,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12588,historyEtaPair_reference,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12589,activationOnePair_actual,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12590,activationOnePair_reference,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12591,activationTwoPair_actual,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12592,activationTwoPair_reference,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12593,exists_log_stock_factors,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12594,activationOnePair_zero,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12595,activationTwoPair_zero,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12596,log_stocks_uniform_jets,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12597,exists_physical_stock_factors,NavierStokes/ActivationStocks.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12598,physical_stocks_uniform_bound,NavierStokes/ActivationStocks.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12599,profileHistory_congr_across,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12600,profiles_stocks_congr,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12601,naturalDomain,NavierStokes/ActivationStocks.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12602,naturalHistories,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12603,radialPartial_natural_field,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12604,parameterPartial_natural_field,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12605,naturalHistories_average,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12606,naturalHistories_pressure,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12607,naturalHistories_average_derivative,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12608,naturalHistories_pressure_derivative,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12609,naturalHistories_W,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12610,naturalHistories_angularSource,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12611,naturalHistories_axialSource,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12612,naturalHistories_stocks,NavierStokes/ActivationStocks.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12613,reference_stocks_natural,NavierStokes/ActivationStocks.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12614,weight,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12615,radialWeight,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12616,edge_mono_pos,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12617,weight_nonneg,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12618,weight_zero_left,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12619,weight_le_left,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12620,weight_le_one,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12621,edgeDistance_pos,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12622,edgeDistance_le_left,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12623,iteratedDeriv_zero_function,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12624,flat_left_of_zero,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12625,flat_right_of_zero,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12626,weight_flat_left,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12627,weight_flat_right,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12628,radialWeight_zero_left,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12629,radialWeight_zero_right,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12630,radialWeight_pos,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12631,radialWeight_smooth,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12632,radialWeight_flat_left,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12633,radialWeight_flat_right,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12634,weight_lower_middle,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-12635,weight_compare_left,NavierStokes/ActiveAnnulusWeight.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
